iter	Passed	Remaining
1722	4215	677
1723	4217	675
1724	4220	672
1725	4222	670
1726	4225	667
1727	4227	665
1728	4230	663
1729	4232	660
1730	4235	658
1731	4237	655
1732	4239	653
1733	4242	650
1734	4244	648
1735	4247	645
1736	4250	643
1737	4252	641
1738	4255	638
1739	4257	636
1740	4259	633
1741	4262	631
1742	4264	628
1743	4267	626
1744	4269	623
1745	4272	621
1746	4274	619
1747	4277	616
1748	4279	614
1749	4281	611
1750	4284	609
1751	4286	606
1752	4289	604
1753	4291	601
1754	4294	599
1755	4296	597
1756	4299	594
1757	4301	592
1758	4304	589
1759	4306	587
1760	4309	584
1761	4311	582
1762	4314	579
1763	4316	577
1764	4319	575
1765	4321	572
1766	4323	570
1767	4326	567
1768	4328	565
1769	4331	562
1770	4333	560
1771	4336	557
1772	4338	555
1773	4340	553
1774	4343	550
1775	4345	548
1776	4348	545
1777	4350	543
1778	4353	540
1779	4355	538
1780	4358	535
1781	4360	533
1782	4362	530
1783	4365	528
1784	4367	526
1785	4370	523
1786	4372	521
1787	4374	518
1788	4377	516
1789	4379	513
1790	4382	511
1791	4384	508
1792	4387	506
1793	4389	504
1794	4391	501
1795	4394	499
1796	4396	496
1797	4399	494
1798	4401	491
1799	4404	489
1800	4406	486
1801	4408	484
1802	4411	482
1803	4413	479
1804	4416	477
1805	4418	474
1806	4421	472
1807	4423	469
1808	4426	467
1809	4428	464
1810	4430	462
1811	4433	459
1812	4435	457
1813	4438	455
1814	4440	452
1815	4443	450
1816	4445	447
1817	4448	445
1818	4450	442
1819	4453	440
1820	4455	437
1821	4457	435
1822	4460	433
1823	4462	430
1824	4465	428
1825	4467	425
1826	4470	423
1827	4472	420
1828	4475	418
1829	4477	415
1830	4479	413
1831	4482	411
1832	4484	408
1833	4487	406
1834	4489	403
1835	4492	401
1836	4494	398
1837	4497	396
1838	4499	393
1839	4502	391
1840	4504	389
1841	4506	386
1842	4509	384
1843	4511	381
1844	4514	379
1845	4516	376
1846	4519	374
1847	4521	371
1848	4524	369
1849	4526	367
1850	4528	364
1851	4531	362
1852	4533	359
1853	4536	357
1854	4538	354
1855	4541	352
1856	4543	349
1857	4545	347
1858	4548	344
1859	4550	342
1860	4553	340
1861	4555	337
1862	4557	335
1863	4560	332
1864	4562	330
1865	4565	327
1866	4568	325
1867	4570	322
1868	4573	320
1869	4575	318
1870	4578	315
1871	4580	313
1872	4583	310
1873	4585	308
1874	4587	305
1875	4590	303
1876	4592	300
1877	4595	298
1878	4597	296
1879	4600	293
1880	4602	291
1881	4605	288
1882	4607	286
1883	4610	283
1884	4612	281
1885	4615	278
1886	4617	276
1887	4620	274
1888	4622	271
1889	4624	269
1890	4627	266
1891	4629	264
1892	4632	261
1893	4634	259
1894	4637	256
1895	4639	254
1896	4642	252
1897	4644	249
1898	4646	247
1899	4649	244
1900	4651	242
1901	4654	239
1902	4656	237
1903	4659	234
1904	4661	232
1905	4664	230
1906	4666	227
1907	4668	225
1908	4671	222
1909	4673	220
1910	4676	217
1911	4678	215
1912	4681	212
1913	4683	210
1914	4686	207
1915	4688	205
1916	4690	203
1917	4693	200
1918	4695	198
1919	4698	195
1920	4700	193
1921	4702	190
1922	4705	188
1923	4707	185
1924	4710	183
1925	4712	181
1926	4715	178
1927	4717	176
1928	4719	173
1929	4722	171
1930	4724	168
1931	4727	166
1932	4729	163
1933	4732	161
1934	4734	159
1935	4737	156
1936	4739	154
1937	4742	151
1938	4744	149
1939	4746	146
1940	4749	144
1941	4751	141
1942	4754	139
1943	4756	137
1944	4759	134
1945	4761	132
1946	4764	129
1947	4766	127
1948	4768	124
1949	4771	122
1950	4773	119
1951	4776	117
1952	4778	115
1953	4781	112
1954	4783	110
1955	4786	107
1956	4788	105
1957	4791	102
1958	4793	100
1959	4796	97
1960	4798	95
1961	4801	92
1962	4803	90
1963	4805	88
1964	4808	85
1965	4810	83
1966	4813	80
1967	4815	78
1968	4818	75
1969	4820	73
1970	4823	70
1971	4825	68
1972	4827	66
1973	4830	63
1974	4832	61
1975	4835	58
1976	4837	56
1977	4840	53
1978	4842	51
1979	4845	48
1980	4847	46
1981	4850	44
1982	4852	41
1983	4855	39
1984	4857	36
1985	4860	34
1986	4862	31
1987	4864	29
1988	4867	26
1989	4869	24
1990	4872	22
1991	4874	19
1992	4876	17
1993	4879	14
1994	4881	12
1995	4884	9
1996	4886	7
1997	4889	4
1998	4891	2
1999	4894	0
