iter	MAE
1523	0.7311578064
1524	0.731041094
1525	0.7308813567
1526	0.7308005969
1527	0.7307122761
1528	0.7305407208
1529	0.7304089515
1530	0.7303001224
1531	0.7302434758
1532	0.7301690589
1533	0.7300655851
1534	0.7299503989
1535	0.7298303377
1536	0.7297331553
1537	0.7296361364
1538	0.7295794124
1539	0.7294813589
1540	0.7293886771
1541	0.729231248
1542	0.7291584241
1543	0.729066435
1544	0.7289879757
1545	0.7289444773
1546	0.728858918
1547	0.7287667702
1548	0.7286900935
1549	0.7286603113
1550	0.7285504121
1551	0.7284874583
1552	0.7283326254
1553	0.7281998896
1554	0.7281136545
1555	0.7279497327
1556	0.7278853934
1557	0.7277449154
1558	0.7276238295
1559	0.7275780061
1560	0.7275324776
1561	0.7273794228
1562	0.7272746401
1563	0.7271410788
1564	0.7270774226
1565	0.7270423383
1566	0.7269639157
1567	0.7269262146
1568	0.7268785224
1569	0.7267822077
1570	0.7267397721
1571	0.726580178
1572	0.7264806164
1573	0.7263652928
1574	0.7261676972
1575	0.726107011
1576	0.7260322563
1577	0.7259416832
1578	0.7258762911
1579	0.7258310521
1580	0.7258026929
1581	0.7257479645
1582	0.7256907498
1583	0.7256203118
1584	0.7254380032
1585	0.7253421249
1586	0.7251830443
1587	0.7250512547
1588	0.724957849
1589	0.7248559715
1590	0.7247525427
1591	0.7246451146
1592	0.7245285474
1593	0.7243674743
1594	0.7242921413
1595	0.7242369313
1596	0.7240973687
1597	0.7239959976
1598	0.723848881
1599	0.7237778933
1600	0.7237080772
1601	0.7236211143
1602	0.7235435655
1603	0.7235015124
1604	0.7233546297
1605	0.7232696672
1606	0.7231735072
1607	0.7230959742
1608	0.723021999
1609	0.7228937432
1610	0.7227928579
1611	0.7227560858
1612	0.7226420377
1613	0.7225445791
1614	0.722399693
1615	0.7222784181
1616	0.7221695707
1617	0.7220596862
1618	0.7219254144
1619	0.7217961243
1620	0.7217375708
1621	0.7216137238
1622	0.7215653708
1623	0.721483725
1624	0.7214178338
1625	0.7213632211
1626	0.7212749363
1627	0.7211956632
1628	0.7211084047
1629	0.7209761465
1630	0.7208649656
1631	0.720821798
1632	0.7207700404
1633	0.7206635678
1634	0.7205351273
1635	0.7204248233
1636	0.7203143933
1637	0.720225175
1638	0.7201761556
1639	0.7200233438
1640	0.7199347635
1641	0.7198381167
1642	0.719743863
1643	0.719680373
1644	0.7196207395
1645	0.7195550542
1646	0.7194693372
1647	0.71934855
1648	0.7192941893
1649	0.7192355438
1650	0.7191488676
1651	0.7190384928
1652	0.7189594292
1653	0.7188679562
1654	0.7186722165
1655	0.7186313004
1656	0.7185449274
1657	0.7184876501
1658	0.7184160622
1659	0.7183738768
1660	0.7183112673
1661	0.7182106439
1662	0.7181059694
1663	0.7180383648
1664	0.7179813094
1665	0.7178949428
1666	0.7178217049
1667	0.7177220275
1668	0.7176560808
1669	0.7175658629
1670	0.717524833
1671	0.7173665653
1672	0.7172826407
1673	0.7171773478
1674	0.7170707143
1675	0.7169716812
1676	0.7168909176
1677	0.7168362985
1678	0.7166816645
1679	0.7166050467
1680	0.7165381964
1681	0.7164397192
1682	0.7163706023
1683	0.7162245133
1684	0.7160709531
1685	0.7159892769
1686	0.7159134222
1687	0.7158483273
1688	0.71573968
1689	0.7156276109
1690	0.7155383103
1691	0.7154973728
1692	0.7154424023
1693	0.7153986479
1694	0.7153134924
1695	0.7152071672
1696	0.7151577916
1697	0.7150819063
1698	0.7150317471
1699	0.7149290205
1700	0.7148167703
1701	0.7147318566
1702	0.7146600619
1703	0.7145920255
1704	0.7145117862
1705	0.7144800694
1706	0.7144217662
1707	0.7143721552
1708	0.7141948899
1709	0.7141155608
1710	0.7140093859
1711	0.7139235397
1712	0.7138737009
1713	0.7137906029
1714	0.7136669961
1715	0.7136094831
1716	0.7135101324
1717	0.7134763677
1718	0.7134219041
1719	0.7132609008
1720	0.7132191492
1721	0.7130921041
1722	0.7129883783
1723	0.7129554212
1724	0.712861926
1725	0.7128207663
1726	0.7127618274
1727	0.7127137613
1728	0.7125460017
1729	0.7125012102
1730	0.7124013109
1731	0.7123423485
1732	0.7122160022
1733	0.7121521595
1734	0.7120735967
1735	0.7119401946
1736	0.7118829132
1737	0.7118004512
1738	0.7117623393
1739	0.7117047791
1740	0.7116482234
1741	0.7115472279
1742	0.7114745552
1743	0.7113659762
1744	0.711311899
1745	0.7112602948
1746	0.7111879405
1747	0.7111114802
1748	0.7110391926
1749	0.7110025518
1750	0.7109514985
1751	0.7108165266
1752	0.710767787
1753	0.710729359
1754	0.7106740226
1755	0.7105799662
1756	0.7105057176
1757	0.7104336655
1758	0.7103475268
1759	0.7103227603
1760	0.7102199917
1761	0.7101446893
1762	0.7101154818
1763	0.7100368851
1764	0.7099863122
1765	0.709926732
1766	0.7098054096
1767	0.7097479464
1768	0.7097216899
1769	0.7096555903
1770	0.7095666913
1771	0.7095061234
1772	0.7094250987
1773	0.7093701062
1774	0.7092687391
1775	0.7092085117
1776	0.709176152
1777	0.7090800086
1778	0.7089976397
1779	0.7089029852
1780	0.7087669642
1781	0.708729407
1782	0.7086587025
1783	0.7085037409
1784	0.7084126566
1785	0.7083318865
1786	0.7082674295
1787	0.7081987851
1788	0.7079653267
1789	0.7078873672
1790	0.707861797
1791	0.7077667025
1792	0.7076783671
1793	0.7076114773
1794	0.7075784824
1795	0.7075306703
1796	0.7074435696
1797	0.7073854805
1798	0.7072774093
1799	0.7071990703
1800	0.7071387526
1801	0.707084702
1802	0.7069589147
1803	0.7069080388
1804	0.7068854808
1805	0.7068526998
1806	0.7067862651
1807	0.706679245
1808	0.7066210211
1809	0.7065755529
1810	0.7065343055
1811	0.7064053088
1812	0.7063476651
1813	0.7062528906
1814	0.7061465584
1815	0.7060629748
1816	0.7059651926
1817	0.7058463684
1818	0.705798596
1819	0.7057449757
1820	0.7056629448
1821	0.7055895471
1822	0.7055326197
1823	0.7054295881
1824	0.7053487277
1825	0.7052665465
1826	0.7051611664
1827	0.7051116376
1828	0.7050030829
1829	0.7048606234
1830	0.7048189183
1831	0.7046813945
1832	0.7046120229
1833	0.7045719414
1834	0.7044878945
1835	0.7044006105
1836	0.7041951898
1837	0.704154557
1838	0.7041290405
1839	0.7040920648
1840	0.7040262462
1841	0.703913758
1842	0.7038694384
1843	0.7038168953
1844	0.7037147223
1845	0.7036858736
1846	0.7035707999
1847	0.7035360106
1848	0.7034742196
1849	0.7034129054
1850	0.7033175926
1851	0.7032739192
1852	0.7032248896
1853	0.7031551957
1854	0.703045796
1855	0.702937428
1856	0.7028910772
1857	0.7028375131
1858	0.7026916571
1859	0.7026645444
1860	0.7025497145
1861	0.7025026143
1862	0.7024319355
1863	0.7023651961
1864	0.7022572827
1865	0.7021833554
1866	0.7021289987
1867	0.7020926088
1868	0.7020039192
1869	0.7019777879
1870	0.7019430097
1871	0.7018790602
1872	0.7017661674
1873	0.7016938191
1874	0.701640079
1875	0.7015896406
1876	0.7014948514
1877	0.7013963443
1878	0.7013148452
1879	0.7012396711
1880	0.7011986083
1881	0.7011129283
1882	0.7010446563
1883	0.7009813489
1884	0.700939683
1885	0.700911197
1886	0.7008577778
1887	0.7007586592
1888	0.7006992907
1889	0.7005870299
1890	0.7005036321
1891	0.70046689
1892	0.7004196158
1893	0.7003832777
1894	0.7003315592
1895	0.7002808198
1896	0.7001793102
1897	0.7001304193
1898	0.7000829046
1899	0.6999873394
1900	0.6999425576
1901	0.6998802955
1902	0.6997417572
1903	0.6996976741
1904	0.6996242701
1905	0.6995476565
1906	0.6994575817
1907	0.6993832204
1908	0.6993512932
1909	0.6992922372
1910	0.699255991
1911	0.6992157571
1912	0.6991475745
1913	0.6990629972
1914	0.6989316281
1915	0.6989051566
1916	0.6988588471
1917	0.6987823556
1918	0.6987379038
1919	0.6986880009
1920	0.6986579474
1921	0.6986124473
1922	0.6985711875
1923	0.6985195199
1924	0.6984334334
1925	0.6983406059
1926	0.6982602722
1927	0.698214791
1928	0.6981929152
1929	0.6980958138
1930	0.6980387
1931	0.6980064155
1932	0.6979546516
1933	0.6979389028
1934	0.697861547
1935	0.6978108097
1936	0.6977651508
1937	0.6976772115
1938	0.6976423003
1939	0.6975872244
1940	0.6975261211
1941	0.6974001454
1942	0.6973591418
1943	0.6972615412
1944	0.6971888077
1945	0.697130918
1946	0.697042254
1947	0.6969935113
1948	0.6969249641
1949	0.6968303319
1950	0.6967377114
1951	0.6966292947
1952	0.696496509
1953	0.6964435418
1954	0.6962919746
1955	0.69623168
1956	0.6961482344
1957	0.6960956271
1958	0.6960008752
1959	0.6959625926
1960	0.6959061564
1961	0.6958744834
1962	0.6958454549
1963	0.6957542239
1964	0.6957325318
1965	0.695700057
1966	0.6956658128
1967	0.6956402659
1968	0.6955321164
1969	0.6954798967
1970	0.6953981936
1971	0.695304363
1972	0.6952485195
1973	0.6951652489
1974	0.6951013204
1975	0.6950496231
1976	0.6949433054
1977	0.6948773902
1978	0.69483009
1979	0.6946929796
1980	0.6945944025
1981	0.6945606486
1982	0.694515363
1983	0.6944805319
1984	0.6943753133
1985	0.6943205045
1986	0.6942163933
1987	0.6941599145
1988	0.6941203185
1989	0.6940811549
1990	0.6939727436
1991	0.6939405842
1992	0.6939006623
1993	0.6938537221
1994	0.6937826127
1995	0.6937383694
1996	0.6936185619
1997	0.6935826625
1998	0.693489579
1999	0.6934516557
