iter	MAE
242	0.9121022764
243	0.911712452
244	0.9112833108
245	0.9109413569
246	0.910583886
247	0.9102186017
248	0.9098812205
249	0.909480067
250	0.9089753479
251	0.9084729315
252	0.9080043836
253	0.9076346526
254	0.9072092314
255	0.9067736641
256	0.9064642768
257	0.9061098914
258	0.9057366285
259	0.9053652217
260	0.9050131005
261	0.9046216838
262	0.904250658
263	0.9038940951
264	0.9035615489
265	0.9032786765
266	0.902876482
267	0.9025345925
268	0.902224926
269	0.9019505983
270	0.9015442012
271	0.901177922
272	0.9007982374
273	0.9004802513
274	0.9001075615
275	0.8997981445
276	0.899378223
277	0.8990298041
278	0.8986977087
279	0.8984246463
280	0.898096061
281	0.8977701174
282	0.8974472444
283	0.8971666503
284	0.8968380767
285	0.8964998924
286	0.8962754662
287	0.8960072373
288	0.8957441425
289	0.8954766154
290	0.8952149986
291	0.8949968284
292	0.8947355269
293	0.8944733033
294	0.8941862759
295	0.8940055131
296	0.8937241772
297	0.8934688596
298	0.893232905
299	0.8929693532
300	0.8927207459
301	0.8924279442
302	0.8922284901
303	0.8919374695
304	0.8916407364
305	0.8913745812
306	0.891155692
307	0.8909205782
308	0.8907111011
309	0.8904857122
310	0.8902494163
311	0.8899726878
312	0.8897168777
313	0.8894992699
314	0.8892552118
315	0.8889625738
316	0.8886086224
317	0.8884041522
318	0.8882148983
319	0.8878604663
320	0.8874581316
321	0.8872384299
322	0.8869369281
323	0.8866047566
324	0.886308231
325	0.8860827537
326	0.8858662956
327	0.8855715583
328	0.8853798419
329	0.8850809427
330	0.8847463797
331	0.8844429912
332	0.8842202666
333	0.8840579347
334	0.8838178419
335	0.8836139554
336	0.8833812176
337	0.8831362246
338	0.8829309903
339	0.8826881689
340	0.8824897734
341	0.8822606832
342	0.8820426183
343	0.8817878653
344	0.8814554137
345	0.8812376346
346	0.8809692213
347	0.8807154326
348	0.8805329679
349	0.8803536073
350	0.8801891855
351	0.8799361643
352	0.8798212455
353	0.8795638266
354	0.8793386819
355	0.8791560038
356	0.8790097324
357	0.8788592983
358	0.8785738362
359	0.8784251586
360	0.8781317472
361	0.8779809692
362	0.8777869466
363	0.8776324921
364	0.8774960985
365	0.8772887739
366	0.8770307163
367	0.8768758367
368	0.8767025624
369	0.8765216995
370	0.8762976454
371	0.876159405
372	0.8759899797
373	0.8758646072
374	0.8757130707
375	0.8755339495
376	0.8753382129
377	0.875202369
378	0.8750273095
379	0.8748518664
380	0.8746809873
381	0.8744545929
382	0.8743086784
383	0.8741853892
384	0.8740585211
385	0.8738931595
386	0.8737409305
387	0.8735410699
388	0.8733299321
389	0.8731970028
390	0.8729397507
391	0.872755957
392	0.8726339655
393	0.8724963219
394	0.872284644
395	0.8721624848
396	0.8720210329
397	0.8718660486
398	0.8717029704
399	0.8715333294
400	0.8713224622
401	0.8711687094
402	0.871010824
403	0.8709193726
404	0.8707654789
405	0.8706254818
406	0.8704626601
407	0.8703327615
408	0.8700770728
409	0.8699134318
410	0.8697478005
411	0.8696135229
412	0.869480016
413	0.8693560017
414	0.8692203707
415	0.8690119853
416	0.8687915559
417	0.8686599256
418	0.8684886098
419	0.868381427
420	0.8682070214
421	0.8679733514
422	0.8678827284
423	0.8677207917
424	0.8675566972
425	0.8674304899
426	0.8672905508
427	0.867152896
428	0.8669760098
429	0.8668427761
430	0.8667346463
431	0.8666041837
432	0.8664849037
433	0.8663412384
434	0.8660788803
435	0.8659662413
436	0.8658584077
437	0.8657133548
438	0.8655374232
439	0.8654180243
440	0.8652943655
441	0.865079752
442	0.864967578
443	0.8647102821
444	0.8646322052
445	0.8645061911
446	0.864287851
447	0.8641262449
448	0.86394434
449	0.8638694131
450	0.8637218511
451	0.8635747724
452	0.8634658599
453	0.8633937639
454	0.8631213927
455	0.8629465831
456	0.8627786439
457	0.8626499066
458	0.8624405356
459	0.8623028716
460	0.8621102276
461	0.8619348599
462	0.8618146723
463	0.861683031
464	0.861563179
465	0.8614748331
466	0.8613198715
467	0.861247614
468	0.8610682339
469	0.860819843
470	0.8607141432
471	0.8605519571
472	0.8604018763
473	0.8602584591
474	0.8601324224
475	0.8599595457
476	0.8597694046
477	0.8596295665
478	0.8594917508
479	0.8593894618
480	0.8592775275
481	0.8590921049
482	0.8588654536
483	0.858684223
484	0.8585156165
485	0.8584182835
486	0.8582802019
487	0.8580512327
488	0.8579251469
489	0.8578160992
490	0.857711146
491	0.8575990747
492	0.8574672414
493	0.8572585982
494	0.8571760255
495	0.8569885641
496	0.8568087611
497	0.8566261828
498	0.8565155711
499	0.8564130582
500	0.8562646569
501	0.8560977368
502	0.8559823075
503	0.8556795065
504	0.8555581534
505	0.8554590377
506	0.8552802281
507	0.8551350743
508	0.8549603044
509	0.8548923803
510	0.8547159547
511	0.8545562466
512	0.8543677868
513	0.8542238358
514	0.8540667097
515	0.8539606769
516	0.8536973364
517	0.8535566601
518	0.8533399166
519	0.8532011218
520	0.8530460342
521	0.8528981292
522	0.852766969
523	0.8525476636
524	0.8524320966
525	0.8522064825
526	0.852096525
527	0.8519053659
528	0.8518097664
529	0.8515683948
530	0.8514650571
531	0.8512312107
532	0.8511397437
533	0.8509480502
534	0.8508493801
535	0.8507673551
536	0.850629746
537	0.8505264848
538	0.8503613272
539	0.8502069728
540	0.8501094806
541	0.8499374956
542	0.8498197433
543	0.8496836554
544	0.8495552049
545	0.8493865664
546	0.8492437711
547	0.8491099141
548	0.8489723725
549	0.8488127683
550	0.8486277634
551	0.8484747603
552	0.8483858109
553	0.8482073079
554	0.8481311112
555	0.8479723877
556	0.8477778426
557	0.8476413227
558	0.8475207489
559	0.847396979
560	0.8472030483
561	0.8470946854
562	0.8469213912
563	0.8468202131
564	0.8465835844
565	0.8464136664
566	0.8463086381
567	0.8460173316
568	0.84584211
569	0.8456872874
570	0.8455861101
571	0.8455054103
572	0.8453674389
573	0.8453065643
574	0.8451654597
575	0.8450471586
576	0.8448707954
577	0.8446778346
578	0.8445991486
579	0.8443329133
580	0.8441851766
581	0.8440445303
582	0.8438940365
583	0.8437846095
584	0.843586331
585	0.8433737573
586	0.843246009
587	0.8431185543
588	0.8429264497
589	0.8428356839
590	0.8426765229
591	0.8425749876
592	0.8424747039
593	0.8422701492
594	0.8420941711
595	0.8419391748
596	0.8418254773
597	0.8417010234
598	0.8415684818
599	0.8414656329
600	0.8413046539
601	0.8411658247
602	0.841025772
603	0.8409135391
604	0.8407772364
605	0.8406281772
606	0.840428557
607	0.8403321218
608	0.8402116911
609	0.8399297474
610	0.8395938334
611	0.8394408002
612	0.8392980559
613	0.8392293269
614	0.8391398582
615	0.8389471373
616	0.838698763
617	0.8385610245
618	0.8383811016
619	0.8382717708
620	0.8381837358
621	0.8379541569
622	0.8376795385
623	0.8374882485
624	0.8372647244
625	0.8371535098
626	0.8370420475
627	0.8368785251
628	0.8366804645
629	0.8365244931
630	0.8364102286
631	0.8363387703
632	0.8361756469
633	0.8359731485
634	0.8358144869
635	0.8356659439
636	0.835573391
637	0.8354739677
638	0.8352968568
639	0.8351812018
640	0.8348902081
641	0.8347703287
642	0.8346712012
643	0.8344584449
644	0.8343586226
645	0.8340938071
646	0.8339222481
647	0.8337398799
648	0.833538147
649	0.8333716251
650	0.8332428327
651	0.8331567166
652	0.8329460481
653	0.8327378079
654	0.8325057384
655	0.8322941265
656	0.8321989357
657	0.832065374
658	0.8319326486
659	0.8317824114
660	0.8315511213
661	0.8314271027
662	0.8311273464
663	0.8309301773
664	0.8307778715
665	0.8306961804
666	0.8306428515
667	0.8305169903
668	0.8304139707
669	0.830290228
670	0.8301938052
671	0.8300802898
672	0.8298766542
673	0.8296991335
674	0.8296131076
675	0.8295449983
676	0.8293779827
677	0.8292907347
678	0.8291991567
679	0.8289182588
680	0.8287760989
681	0.828656545
682	0.8284939017
683	0.8283532148
684	0.8281039337
685	0.8279214402
686	0.8276243728
687	0.8274412129
688	0.8272999548
689	0.8271647617
690	0.8270472169
691	0.8268964404
692	0.8267241291
693	0.8265492045
694	0.8264389132
695	0.8262880764
696	0.8260498119
697	0.8259579624
698	0.825693603
699	0.8254595444
700	0.825278625
701	0.8251446402
702	0.8249611293
703	0.8247741908
704	0.8246989647
705	0.8245978204
706	0.8243804777
707	0.8241896679
708	0.8241190141
709	0.8239934592
710	0.8238914695
711	0.8238244332
712	0.8237756429
713	0.8236653166
714	0.8235476674
715	0.823455953
716	0.8233153101
717	0.8231531415
718	0.8230244784
719	0.8229368874
720	0.8227771923
721	0.8226544188
722	0.8224465836
723	0.8222984072
724	0.8222224869
725	0.8220673491
726	0.8219040728
727	0.8218040931
728	0.8215971223
729	0.8214921969
730	0.8212162788
731	0.8210896598
732	0.8209757181
733	0.8208158594
734	0.8206957969
735	0.8206286431
736	0.8205046217
737	0.8203847779
738	0.8203021594
739	0.8201984774
740	0.8198379487
741	0.8197660995
742	0.8196263491
743	0.8193984124
744	0.8193257248
745	0.819168977
746	0.8190411794
747	0.8189429299
748	0.8187486409
749	0.8186369149
750	0.8185684376
751	0.8184891052
752	0.8183379931
753	0.8180573872
754	0.8179550559
755	0.8178376908
756	0.8177035984
757	0.81753723
758	0.8174294122
759	0.8172663008
760	0.8171790137
761	0.8170834125
762	0.8169858706
763	0.8168935786
764	0.8167007233
765	0.8165853243
766	0.8164455315
767	0.8162642822
768	0.8160099344
769	0.815884559
770	0.8157657516
771	0.8156624363
772	0.8154211909
773	0.8153092438
774	0.8152294986
775	0.8150775587
776	0.8148521163
777	0.8146132058
778	0.8144977638
779	0.8143712808
780	0.8142866235
781	0.8139949517
782	0.8139327148
783	0.813821346
784	0.8137427825
785	0.8135952632
786	0.8135157551
787	0.8133807059
788	0.8132590651
789	0.8131686155
790	0.8130432376
791	0.8129740587
792	0.8128850511
793	0.8127780859
794	0.8126688441
795	0.8125563218
796	0.8123156203
797	0.8120681818
798	0.8118315956
799	0.8117342746
800	0.8115861912
801	0.8114682396
802	0.8113787555
803	0.811233599
804	0.8111441975
805	0.8110845204
806	0.8109817355
807	0.8108858436
808	0.810647567
809	0.8105351001
810	0.810469717
811	0.810341843
812	0.8101830073
813	0.8100604755
814	0.8099469538
815	0.8096958889
816	0.8096201816
817	0.8094763391
818	0.8094129285
819	0.8092677521
820	0.8091722721
821	0.8091270338
822	0.8090225016
823	0.8088777246
824	0.8086729999
825	0.808402137
826	0.8082491664
827	0.8080721666
828	0.807938566
829	0.8078060741
830	0.8077374608
831	0.8076731051
832	0.8074898571
833	0.8074159185
834	0.8072696739
835	0.8070770056
836	0.806938248
837	0.8068798592
838	0.8067633204
839	0.806530971
840	0.8063910478
841	0.8062817948
842	0.8061704076
843	0.8060270522
844	0.8059049464
845	0.8056994385
846	0.805603636
847	0.8055153554
848	0.8054485749
849	0.8053056808
850	0.805123235
851	0.8049794142
852	0.8048329448
853	0.8046550872
854	0.8044270818
855	0.8043064415
856	0.804119613
857	0.8040456868
858	0.8039399955
859	0.8037937011
860	0.8037286595
861	0.8036137582
862	0.8033842625
863	0.8033060925
864	0.8031915293
865	0.8029804784
866	0.8028202075
867	0.8026763499
868	0.8025471852
869	0.8024164801
870	0.8022271877
871	0.8020660701
872	0.80188123
873	0.8017953772
874	0.8016657708
875	0.8016234216
876	0.8015280907
877	0.8014319271
878	0.8013115845
879	0.8012020276
880	0.8011020167
881	0.801022412
882	0.8009158711
883	0.8008396202
884	0.8006223586
885	0.8005219728
886	0.8003799998
887	0.8002319642
888	0.8000584007
889	0.7999811981
890	0.7999316663
891	0.7998278696
892	0.7997269739
893	0.7996474952
894	0.7995576733
895	0.7994365649
896	0.7992550892
897	0.7991583552
898	0.7990142341
899	0.7987520495
900	0.7986423635
901	0.798399978
902	0.7982970813
903	0.7981532686
904	0.7980498353
905	0.7978936221
906	0.7976677017
907	0.7975554307
908	0.7973491203
909	0.7972045492
910	0.797087814
911	0.7969554169
912	0.7968540743
913	0.79677143
914	0.7967148203
915	0.7966029863
916	0.7964653397
917	0.7963734218
918	0.796299178
919	0.7961307006
920	0.7960243506
921	0.7958853026
922	0.7957981256
923	0.7957365872
924	0.7956214331
925	0.7955270004
926	0.7954331269
927	0.7953260508
928	0.7951708547
929	0.7950526874
930	0.7949526781
931	0.7947156254
932	0.7945413595
933	0.7944087842
934	0.7943126532
935	0.7942207076
936	0.7941505926
937	0.794027181
938	0.7938249851
939	0.7937115663
940	0.7935649375
941	0.7934582658
942	0.7933095807
943	0.7932165898
944	0.7930356127
945	0.7929668764
946	0.7928407507
947	0.7927301184
948	0.7926351403
949	0.7924809385
950	0.7923287816
951	0.7922616216
952	0.7921913904
953	0.7921222723
954	0.7919625972
955	0.7918803278
956	0.7917684441
957	0.7915997874
958	0.7915369835
959	0.7914239104
960	0.7912207155
961	0.7910804655
962	0.7909716019
963	0.7909031463
964	0.7907192428
965	0.7905957186
966	0.7905284224
967	0.7904533575
968	0.7903708705
969	0.7901606414
970	0.7900011944
971	0.7898945645
972	0.7898034829
973	0.7895687064
974	0.7894571634
975	0.7894024216
976	0.7892781408
977	0.7892088477
978	0.7891027906
979	0.7889567151
980	0.7888525678
981	0.7886910241
982	0.788611822
983	0.7885542901
984	0.7883214304
985	0.7881641538
986	0.7879202291
987	0.7878221643
988	0.7876431247
989	0.7875375906
990	0.7874792385
991	0.7873697578
992	0.7871842472
993	0.7870860077
994	0.7869943077
995	0.78688883
996	0.7868494588
997	0.7867041278
998	0.7866207889
999	0.7865141317
1000	0.7864600343
1001	0.7863272629
1002	0.7862044265
1003	0.7861446259
1004	0.7860471321
1005	0.7858462997
1006	0.7856169827
1007	0.7854306245
1008	0.7852243763
1009	0.7850531035
1010	0.7849706937
1011	0.7848998241
1012	0.7847833178
1013	0.7846920157
1014	0.7845998938
1015	0.7843540813
1016	0.7842498352
1017	0.7841422502
1018	0.7840590391
1019	0.7839936948
1020	0.7838052875
1021	0.7836474657
1022	0.7835962869
1023	0.7834601153
1024	0.7833544644
1025	0.7833189165
1026	0.783219585
1027	0.7831246908
1028	0.7829099154
1029	0.7827990103
1030	0.7826518173
1031	0.7825985427
1032	0.7824548755
1033	0.7823742079
1034	0.7821521502
1035	0.78208945
1036	0.7819747326
1037	0.7818537611
1038	0.7817898929
1039	0.7817273416
1040	0.7816534696
1041	0.7815154099
1042	0.7813928737
1043	0.7813071442
1044	0.781216317
1045	0.7811225401
1046	0.7810395443
1047	0.7809907774
1048	0.7808828712
1049	0.7808282448
1050	0.7806942213
1051	0.7805599795
1052	0.7804280146
1053	0.7803793617
1054	0.7802973082
1055	0.7801480726
1056	0.7800498204
1057	0.7799040453
1058	0.7797738804
1059	0.7796923969
1060	0.7796436074
1061	0.7795868319
1062	0.7793932853
1063	0.7792789348
1064	0.7792010452
1065	0.7791037669
1066	0.7788432655
1067	0.7787596478
1068	0.7786690844
1069	0.7785609983
1070	0.7784525806
1071	0.7783876221
1072	0.7782980883
1073	0.7782187036
1074	0.778168072
1075	0.7780799893
1076	0.7779224167
1077	0.7778577699
1078	0.7776577364
1079	0.7774624787
1080	0.7773243294
1081	0.7772170475
1082	0.7771053299
1083	0.7770106131
1084	0.7768434741
1085	0.7767315017
1086	0.7766590575
1087	0.7765720994
1088	0.7764719475
1089	0.7763895405
1090	0.7762797602
1091	0.7761811437
1092	0.7759394796
1093	0.7757733281
1094	0.7756793753
1095	0.775619115
1096	0.7754925015
1097	0.775430863
1098	0.7753248343
1099	0.7752122814
1100	0.7751357879
1101	0.7750031269
1102	0.7747892233
1103	0.7746741793
1104	0.7745039802
1105	0.7743930344
1106	0.7742180658
1107	0.7740979848
1108	0.7740164379
1109	0.7738497934
1110	0.7737525146
1111	0.7736891042
1112	0.7735833456
1113	0.7733673175
1114	0.7732406224
1115	0.7731370609
1116	0.773078672
1117	0.7729486545
1118	0.7728533759
1119	0.7728142172
1120	0.7727186872
1121	0.7726040165
1122	0.7724105953
1123	0.7722656534
1124	0.7721742251
1125	0.7720376966
1126	0.7719061049
1127	0.7717948813
1128	0.7716935338
1129	0.7715155093
1130	0.7713916313
1131	0.7712589068
1132	0.771163844
1133	0.7710206613
1134	0.7709342825
1135	0.7708763225
1136	0.7708038779
1137	0.7707287225
1138	0.7706498852
1139	0.7704891204
1140	0.7703451873
1141	0.7702703609
1142	0.7701063085
1143	0.7699868049
1144	0.7698154174
1145	0.7697338264
1146	0.7695768949
1147	0.7694278789
1148	0.7693226385
1149	0.7691599398
1150	0.7690104185
1151	0.7689261953
1152	0.7688162502
1153	0.7686785723
1154	0.7685527727
1155	0.7684151254
1156	0.7682677815
1157	0.7682217517
1158	0.7681097788
1159	0.7679743219
1160	0.7678031224
1161	0.7676687882
1162	0.7676081072
1163	0.7675327366
1164	0.76742429
1165	0.7673187302
1166	0.7671613471
1167	0.7670414904
1168	0.7668879962
1169	0.7668053566
1170	0.7667047117
1171	0.7665100679
1172	0.7663830996
1173	0.7661849323
1174	0.7660351739
1175	0.7658723206
1176	0.7657080875
1177	0.7656443488
1178	0.7654602947
1179	0.7653397751
1180	0.7652225528
1181	0.7650902868
1182	0.7650314775
1183	0.7649301087
1184	0.7648330734
1185	0.7647597833
1186	0.7647097297
1187	0.7645839215
1188	0.764514629
1189	0.7644171481
1190	0.7642519899
1191	0.7641201054
1192	0.763977333
1193	0.7638145778
1194	0.7636891364
1195	0.7635594411
1196	0.7634096796
1197	0.7632648297
1198	0.7631161735
1199	0.7629058428
1200	0.7628027527
1201	0.7626634085
1202	0.7624742149
1203	0.7623374973
1204	0.7622472429
1205	0.7621494192
1206	0.7619649622
1207	0.7619316308
1208	0.7618083265
1209	0.7616308195
1210	0.7615698381
1211	0.7614670258
1212	0.7613793599
1213	0.7611668557
1214	0.7610126327
1215	0.7608764971
1216	0.7607561258
1217	0.7606769251
1218	0.760626721
1219	0.7605203144
1220	0.7603640087
1221	0.7602887248
1222	0.7602095629
1223	0.7600977262
1224	0.7600500257
1225	0.7599831431
1226	0.7598538546
1227	0.7597233776
1228	0.75964775
1229	0.7594746779
1230	0.7592898995
1231	0.7591680336
1232	0.759092147
1233	0.7590328525
1234	0.758971784
1235	0.7589093932
1236	0.7587857934
1237	0.7587119525
1238	0.7586178268
1239	0.7585498079
1240	0.7583502936
1241	0.7582363705
1242	0.7581759857
1243	0.7581124377
1244	0.7579443894
1245	0.7578700413
1246	0.7578364098
1247	0.757724107
1248	0.7576682551
1249	0.757545044
1250	0.7574704827
1251	0.7574299797
1252	0.7572482516
1253	0.7571567159
1254	0.7571132436
1255	0.7570367358
1256	0.7569169091
1257	0.7567794096
1258	0.7566700115
1259	0.7565706396
1260	0.7564388576
1261	0.7562639291
1262	0.7561444074
1263	0.7560651067
1264	0.756001375
1265	0.7559480252
1266	0.7558360622
1267	0.7557287739
1268	0.7556695611
1269	0.755494152
1270	0.7554189333
1271	0.7553425444
1272	0.7552314385
1273	0.7550302156
1274	0.7548139746
1275	0.7547317466
1276	0.7546374909
1277	0.7545110436
1278	0.7543777881
1279	0.7542817737
1280	0.754207423
1281	0.7541418832
1282	0.7540548138
1283	0.753961864
1284	0.7538344138
1285	0.7537020107
1286	0.7535953952
1287	0.7535102952
1288	0.7534332637
1289	0.7532695649
1290	0.7532290674
1291	0.7530606711
1292	0.7529043094
1293	0.7527959677
1294	0.7526628442
1295	0.7525757125
1296	0.7524624807
1297	0.7523691872
1298	0.7522770263
1299	0.7521934811
1300	0.7521080157
1301	0.7520075901
1302	0.7519097944
1303	0.7518507568
1304	0.7517330798
1305	0.7516353482
1306	0.7514647656
1307	0.7513283459
1308	0.7512780664
1309	0.7512100101
1310	0.7510824513
1311	0.750986111
1312	0.7509352503
1313	0.7508470205
1314	0.7507265618
1315	0.7506144772
1316	0.7505319936
1317	0.750432737
1318	0.7503644432
1319	0.750278087
1320	0.7501934661
1321	0.7500783479
1322	0.7499685064
1323	0.7499060808
1324	0.7497215433
1325	0.7496109257
1326	0.7494532343
1327	0.7493301273
1328	0.7492568321
1329	0.7491604865
1330	0.7490531063
1331	0.7489317227
1332	0.7488589448
1333	0.7487072889
1334	0.7485526636
1335	0.7484201149
1336	0.7483418083
1337	0.7482906994
1338	0.7481625395
1339	0.7480607773
1340	0.747958877
1341	0.7478122115
1342	0.747735191
1343	0.7475985423
1344	0.7474715896
1345	0.7473131748
1346	0.7472007465
1347	0.74711648
1348	0.7469910928
1349	0.7469322941
1350	0.7468008947
1351	0.7466978901
1352	0.7465698308
1353	0.7464773944
1354	0.7463882913
1355	0.7462736675
1356	0.7460826579
1357	0.746036822
1358	0.7458879798
1359	0.7458058311
1360	0.7456815454
1361	0.7455867722
1362	0.7455010454
1363	0.7453778318
1364	0.7451681247
1365	0.7450757326
1366	0.744940237
1367	0.74480341
1368	0.7447402797
1369	0.7446877897
1370	0.7446258948
1371	0.7445401801
1372	0.7444724297
1373	0.7443897267
1374	0.7443114254
1375	0.7442570407
1376	0.7441426306
1377	0.7440962154
1378	0.7440244725
1379	0.7439148885
1380	0.7438472816
1381	0.7437510631
1382	0.7436752623
1383	0.743571002
1384	0.7435050447
1385	0.7434125692
1386	0.7433121845
1387	0.7432247529
1388	0.7431488262
1389	0.7430920892
1390	0.7430151809
1391	0.7428911419
1392	0.7428167859
1393	0.7427122699
1394	0.7426716787
1395	0.7425825097
1396	0.7424945642
1397	0.7423923154
1398	0.7423022406
1399	0.7421968779
1400	0.74211406
1401	0.7419864751
1402	0.7419218645
1403	0.7417656986
1404	0.7416970115
1405	0.7415788013
1406	0.7414964099
1407	0.7414294299
1408	0.7413419853
1409	0.741232901
1410	0.7411353606
1411	0.7410116117
1412	0.7409130672
1413	0.7408268451
1414	0.7407298406
1415	0.7406673334
1416	0.7405657189
1417	0.7405055691
1418	0.7404198033
1419	0.7403189169
1420	0.7401687353
1421	0.7401141238
1422	0.7399823207
1423	0.7399172304
1424	0.7397916982
1425	0.7397020453
1426	0.7396332344
1427	0.7395779307
1428	0.7394974418
1429	0.7394206838
1430	0.7392424081
1431	0.7392096069
1432	0.7391219289
1433	0.7390173089
1434	0.7389354919
1435	0.7388269976
1436	0.7387620379
1437	0.7386936762
1438	0.7385297126
1439	0.7384204131
1440	0.7383575405
1441	0.7382745372
1442	0.738239283
1443	0.7381588348
1444	0.7380812175
1445	0.7380020816
1446	0.737886168
1447	0.737807894
1448	0.7377504614
1449	0.7377024874
1450	0.7376067907
1451	0.7375630386
1452	0.7374753611
1453	0.7373117239
1454	0.7372273444
1455	0.7370618298
1456	0.7369799047
1457	0.7369223609
1458	0.7367670929
1459	0.7366856666
1460	0.7366133579
1461	0.736507481
1462	0.7364558302
1463	0.7363482447
1464	0.7363022283
1465	0.7361552717
1466	0.7359944579
1467	0.7358951284
1468	0.7357966971
1469	0.7357343602
1470	0.7356525252
1471	0.7355353247
1472	0.7354307026
1473	0.7353515197
1474	0.7352639649
1475	0.7351907935
1476	0.7350753183
1477	0.7350241581
1478	0.7349641346
1479	0.7348927403
1480	0.7347469487
1481	0.734685871
1482	0.7346320927
1483	0.7345418583
1484	0.7344366249
1485	0.7343420547
1486	0.7342514711
1487	0.7340559042
1488	0.7340157531
1489	0.733906041
1490	0.7338049199
1491	0.7337676205
1492	0.7336946814
1493	0.7336608185
1494	0.7335988035
1495	0.7335522294
1496	0.7334484816
1497	0.7333861023
1498	0.7333120121
1499	0.7332242943
1500	0.7331971214
1501	0.7331107951
1502	0.7330280189
1503	0.7329359464
1504	0.7328451377
1505	0.7327210461
1506	0.7325687841
1507	0.7324912688
1508	0.7323877209
1509	0.7323149353
1510	0.7322611965
1511	0.732184087
1512	0.7320333141
1513	0.7319446257
1514	0.7318632272
1515	0.7317843284
1516	0.7317199567
1517	0.7316547049
1518	0.7315465275
1519	0.7314617575
1520	0.7313751211
1521	0.7312719095
1522	0.7311928532
